cluster,seq_num,fm_num,gn_num,fm_rate,gn_rate,major_family,major_genus,cutoff,positive,negative,Segment
cluster1024,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,1765.98,4322.7,1481.9,complete
cluster1025,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,2105.98,3273.1,1976.3,complete
cluster1026,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,171.48,309.9,156.1,complete
cluster1027,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,94.01,170.6,85.5,complete
cluster1028,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,64.64,328.7,35.3,complete
cluster1029,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,317.84,513.5,296.1,complete
cluster1030,3,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,253.62,349.2,243.0,complete
cluster1031,2,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,106.43,314.6,83.3,complete
cluster1032,2,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,78.4,225.1,62.1,complete
cluster1033,2,1,1,{'Arteriviridae': 1.0},{'Epsilonarterivirus': 1.0},Arteriviridae,Epsilonarterivirus,193.78,486.1,161.3,complete
cluster1034,6,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,2112.29,4921.1,1800.2,complete
cluster1035,6,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,3943.57,5350.9,3787.2,complete
cluster1036,6,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,848.14,1692.7,754.3,complete
cluster1037,6,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,33.34,148.0,20.6,complete
cluster1038,6,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,177.55,343.6,159.1,complete
cluster1039,6,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,227.18,540.2,192.4,complete
cluster1040,4,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,47.76,134.7,38.1,complete
cluster1041,4,1,1,{'Coronaviridae': 1.0},{'Gammacoronavirus': 1.0},Coronaviridae,Gammacoronavirus,44.14,137.2,33.8,complete
cluster1042,3,1,1,{'Roniviridae': 1.0},{'Okavirus': 1.0},Roniviridae,Okavirus,1190.16,9283.5,290.9,complete
cluster1043,3,1,1,{'Roniviridae': 1.0},{'Okavirus': 1.0},Roniviridae,Okavirus,1781.99,5799.5,1335.6,complete
cluster1044,3,1,1,{'Roniviridae': 1.0},{'Okavirus': 1.0},Roniviridae,Okavirus,44.49,318.0,14.1,complete
cluster1045,3,1,1,{'Roniviridae': 1.0},{'Okavirus': 1.0},Roniviridae,Okavirus,532.92,3652.5,186.3,complete
cluster1046,20,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,718.82,1517.3,630.1,complete
cluster1047,19,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,2542.45,5791.0,2181.5,complete
cluster1048,19,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,4177.92,5106.9,4074.7,complete
cluster1049,19,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,221.75,331.1,209.6,complete
cluster1050,19,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,228.6,530.1,195.1,complete
cluster1051,8,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,259.84,662.5,215.1,complete
cluster1052,8,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,40.71,142.5,29.4,complete
cluster1053,7,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,291.81,512.4,267.3,complete
cluster1054,5,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,20.95,209.5,0.0,complete
cluster1055,5,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,33.54,335.4,0.0,complete
cluster1056,5,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,37.02,370.2,0.0,complete
cluster1057,4,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,17.46,174.6,0.0,complete
cluster1058,4,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,42.06,148.8,30.2,complete
cluster1059,4,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,39.15,169.2,24.7,complete
cluster1060,3,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,15.56,155.6,0.0,complete
cluster1061,3,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,24.85,248.5,0.0,complete
cluster1062,3,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,56.1,561.0,0.0,complete
cluster1063,3,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,24.2,123.2,13.2,complete
cluster1064,3,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,51.4,146.8,40.8,complete
cluster1065,2,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,55.77,430.8,14.1,complete
cluster1066,2,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,36.56,365.6,0.0,complete
cluster1067,2,1,1,{'Coronaviridae': 1.0},{'Betacoronavirus': 1.0},Coronaviridae,Betacoronavirus,30.19,301.9,0.0,complete
cluster1068,2,1,1,{'Tobaniviridae': 1.0},{'Infratovirus': 1.0},Tobaniviridae,Infratovirus,2075.77,10685.8,1119.1,complete
cluster1069,2,1,1,{'Tobaniviridae': 1.0},{'Infratovirus': 1.0},Tobaniviridae,Infratovirus,2430.28,4826.8,2164.0,complete
cluster1070,2,1,1,{'Tobaniviridae': 1.0},{'Infratovirus': 1.0},Tobaniviridae,Infratovirus,419.28,1804.2,265.4,complete
cluster1071,2,1,1,{'Tobaniviridae': 1.0},{'Infratovirus': 1.0},Tobaniviridae,Infratovirus,19.82,198.2,0.0,complete
cluster1072,2,1,1,{'Tobaniviridae': 1.0},{'Infratovirus': 1.0},Tobaniviridae,Infratovirus,107.88,419.1,73.3,complete
cluster1073,2,1,1,{'Tobaniviridae': 1.0},{'Infratovirus': 1.0},Tobaniviridae,Infratovirus,59.83,276.1,35.8,complete
cluster1074,21,1,1,{'Caliciviridae': 1.0},{'Norovirus': 1.0},Caliciviridae,Norovirus,900.82,2519.2,721.0,complete
cluster1075,20,1,1,{'Caliciviridae': 1.0},{'Norovirus': 1.0},Caliciviridae,Norovirus,310.52,722.9,264.7,complete
cluster1076,13,1,1,{'Caliciviridae': 1.0},{'Norovirus': 1.0},Caliciviridae,Norovirus,75.24,332.1,46.7,complete
cluster1077,7,1,1,{'Caliciviridae': 1.0},{'Norovirus': 1.0},Caliciviridae,Norovirus,61.9,284.2,37.2,complete
cluster1078,3,1,1,{'Phenuiviridae': 1.0},{'Goukovirus': 1.0},Phenuiviridae,Goukovirus,1258.84,3892.6,966.2,L
cluster1079,3,1,1,{'Phenuiviridae': 1.0},{'Goukovirus': 1.0},Phenuiviridae,Goukovirus,351.98,1711.7,200.9,M
cluster1080,3,1,1,{'Phenuiviridae': 1.0},{'Goukovirus': 1.0},Phenuiviridae,Goukovirus,127.51,448.9,91.8,S
cluster1081,49,1,1,{'Flaviviridae': 1.0},{'Orthoflavivirus': 1.0},Flaviviridae,Orthoflavivirus,533.71,4659.4,75.3,complete
cluster1082,2,1,1,{'Flaviviridae': 1.0},{'Orthoflavivirus': 1.0},Flaviviridae,Orthoflavivirus,33.08,330.8,0.0,complete
cluster1083,2,1,1,{'Flaviviridae': 1.0},{'Orthoflavivirus': 1.0},Flaviviridae,Orthoflavivirus,12.95,129.5,0.0,complete
cluster1084,9,1,1,{'Partitiviridae': 1.0},{'Gammapartitivirus': 1.0},Partitiviridae,Gammapartitivirus,198.36,733.5,138.9,1
cluster1085,7,1,1,{'Partitiviridae': 1.0},{'Gammapartitivirus': 1.0},Partitiviridae,Gammapartitivirus,56.5,565.0,0.0,2
cluster1086,2,1,1,{'Partitiviridae': 1.0},{'Gammapartitivirus': 1.0},Partitiviridae,Gammapartitivirus,83.62,836.2,0.0,2
cluster1087,12,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,405.72,710.1,371.9,complete
cluster1088,12,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,1902.97,2197.0,1870.3,complete
cluster1089,12,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,1245.74,1680.8,1197.4,complete
cluster1090,8,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,58.15,405.1,19.6,complete
cluster1091,8,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,112.61,637.4,54.3,complete
cluster1092,8,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,73.15,478.6,28.1,complete
cluster1093,6,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,90.78,581.1,36.3,complete
cluster1094,4,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,50.76,507.6,0.0,complete
cluster1095,2,1,1,{'Retroviridae': 1.0},{'Simiispumavirus': 1.0},Retroviridae,Simiispumavirus,107.32,717.7,39.5,complete
cluster1096,2,1,1,{'Chuviridae': 1.0},{'Boscovirus': 1.0},Chuviridae,Boscovirus,265.14,868.5,198.1,2
cluster1097,2,1,1,{'Chuviridae': 1.0},{'Boscovirus': 1.0},Chuviridae,Boscovirus,2124.5,4655.3,1843.3,1
cluster1098,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,1904.97,4144.8,1656.1,complete
cluster1099,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,2054.69,2989.7,1950.8,complete
cluster1100,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,140.15,519.5,98.0,complete
cluster1101,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,117.6,367.8,89.8,complete
cluster1102,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,261.41,381.2,248.1,complete
cluster1103,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,218.91,360.3,203.2,complete
cluster1104,5,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,121.63,214.6,111.3,complete
cluster1105,3,1,1,{'Arteriviridae': 1.0},{'Betaarterivirus': 1.0},Arteriviridae,Betaarterivirus,25.19,251.9,0.0,complete
cluster1106,12,1,1,{'Mesoniviridae': 1.0},{'Alphamesonivirus': 1.0},Mesoniviridae,Alphamesonivirus,435.43,3135.7,135.4,complete
cluster1107,12,1,1,{'Mesoniviridae': 1.0},{'Alphamesonivirus': 1.0},Mesoniviridae,Alphamesonivirus,1598.75,4209.2,1308.7,complete
cluster1108,12,1,1,{'Mesoniviridae': 1.0},{'Alphamesonivirus': 1.0},Mesoniviridae,Alphamesonivirus,81.44,297.8,57.4,complete
cluster1109,12,1,1,{'Mesoniviridae': 1.0},{'Alphamesonivirus': 1.0},Mesoniviridae,Alphamesonivirus,178.99,1005.1,87.2,complete
cluster1110,12,1,1,{'Mesoniviridae': 1.0},{'Alphamesonivirus': 1.0},Mesoniviridae,Alphamesonivirus,32.33,252.2,7.9,complete
cluster1111,2,1,1,{'Mesoniviridae': 1.0},{'Alphamesonivirus': 1.0},Mesoniviridae,Alphamesonivirus,15.93,159.3,0.0,complete
cluster1112,2,1,1,{'Metaviridae': 1.0},{'Metavirus': 1.0},Metaviridae,Metavirus,17.33,173.3,0.0,complete
cluster1113,7,1,1,{'Sarthroviridae': 1.0},{'Macronovirus': 1.0},Sarthroviridae,Macronovirus,35.79,357.9,0.0,complete
cluster1114,5,1,1,{'Sarthroviridae': 1.0},{'Macronovirus': 1.0},Sarthroviridae,Macronovirus,9.47,94.7,0.0,complete
cluster1115,7,1,1,{'Marnaviridae': 1.0},{'Locarnavirus': 1.0},Marnaviridae,Locarnavirus,895.03,3669.1,586.8,complete
cluster1116,4,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,36.01,250.3,12.2,L
cluster1117,4,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,134.14,1341.4,0.0,L
cluster1118,3,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,9.66,96.6,0.0,M
cluster1119,3,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,65.97,659.7,0.0,M
cluster1120,3,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,74.28,742.8,0.0,M
cluster1121,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,15.71,157.1,0.0,L
cluster1122,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,73.57,735.7,0.0,L
cluster1123,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,183.11,1831.1,0.0,L
cluster1124,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,28.9,166.6,13.6,M
cluster1125,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,41.8,302.8,12.8,M
cluster1126,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,30.05,139.4,17.9,M
cluster1127,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,32.8,328.0,0.0,S
cluster1128,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,56.49,432.6,14.7,S
cluster1129,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,19.87,198.7,0.0,S
cluster1130,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,48.57,485.7,0.0,S
cluster1131,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,9.37,93.7,0.0,S
cluster1132,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,69.41,694.1,0.0,L
cluster1133,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,171.78,1717.8,0.0,L
cluster1134,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,16.1,161.0,0.0,S
cluster1135,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,44.52,445.2,0.0,S
cluster1136,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,26.79,267.9,0.0,S
cluster1137,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,31.38,313.8,0.0,L
cluster1138,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,139.0,1390.0,0.0,L
cluster1139,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,61.36,613.6,0.0,L
cluster1140,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,149.22,1392.3,11.1,L
cluster1141,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,21.37,94.9,13.2,M
cluster1142,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,20.52,96.3,12.1,M
cluster1143,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,43.72,437.2,0.0,M
cluster1144,2,1,1,{'Cystoviridae': 1.0},{'Cystovirus': 1.0},Cystoviridae,Cystovirus,16.52,165.2,0.0,M
cluster1145,7,1,1,{'Bromoviridae': 1.0},{'Bromovirus': 1.0},Bromoviridae,Bromovirus,708.08,1352.3,636.5,2
cluster1146,7,1,1,{'Bromoviridae': 1.0},{'Bromovirus': 1.0},Bromoviridae,Bromovirus,1091.65,1827.4,1009.9,1
cluster1147,7,1,1,{'Bromoviridae': 1.0},{'Bromovirus': 1.0},Bromoviridae,Bromovirus,228.61,477.1,201.0,3
cluster1148,7,1,1,{'Bromoviridae': 1.0},{'Bromovirus': 1.0},Bromoviridae,Bromovirus,42.0,304.8,12.8,3
cluster1149,24,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,853.22,902.0,847.8,2
cluster1150,24,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,1301.32,1334.8,1297.6,1
cluster1151,8,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,141.33,374.7,115.4,3
cluster1152,7,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,34.46,344.6,0.0,3
cluster1153,7,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,182.59,380.5,160.6,3
cluster1154,7,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,40.59,405.9,0.0,3
cluster1155,5,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,25.12,251.2,0.0,2
cluster1156,5,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,35.21,352.1,0.0,3
cluster1157,5,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,98.93,504.2,53.9,3
cluster1158,3,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,16.11,161.1,0.0,2
cluster1159,2,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,94.74,633.3,34.9,3
cluster1160,2,1,1,{'Bromoviridae': 1.0},{'Ilarvirus': 1.0},Bromoviridae,Ilarvirus,49.88,371.9,14.1,3
cluster1161,6,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,452.27,1259.3,362.6,4
cluster1162,4,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,808.14,2004.6,675.2,1
cluster1163,3,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,402.47,2286.8,193.1,1
cluster1164,3,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,263.85,1805.1,92.6,3
cluster1165,3,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,247.48,2091.4,42.6,1
cluster1166,2,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,427.06,2582.2,187.6,"{'2', '1'}"
cluster1167,2,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,150.92,1029.5,53.3,7
cluster1168,2,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,54.17,541.7,0.0,"{'14', '8'}"
cluster1169,2,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,41.5,415.0,0.0,"{'15', '16'}"
cluster1170,2,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,615.31,2344.3,423.2,"{'3', '1'}"
cluster1171,2,1,1,{'Spinareoviridae': 1.0},{'Cypovirus': 1.0},Spinareoviridae,Cypovirus,183.41,1682.0,16.9,5
cluster1172,15,1,1,{'Partitiviridae': 1.0},{'Alphapartitivirus': 1.0},Partitiviridae,Alphapartitivirus,292.6,756.1,241.1,1
cluster1173,5,1,1,{'Partitiviridae': 1.0},{'Alphapartitivirus': 1.0},Partitiviridae,Alphapartitivirus,60.0,600.0,0.0,2
cluster1174,3,1,1,{'Partitiviridae': 1.0},{'Alphapartitivirus': 1.0},Partitiviridae,Alphapartitivirus,73.0,730.0,0.0,2
cluster1175,2,1,1,{'Partitiviridae': 1.0},{'Alphapartitivirus': 1.0},Partitiviridae,Alphapartitivirus,95.59,955.9,0.0,2
cluster1176,2,1,1,{'Partitiviridae': 1.0},{'Alphapartitivirus': 1.0},Partitiviridae,Alphapartitivirus,131.41,1184.5,14.4,2
cluster1177,24,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,166.03,1660.3,0.0,1
cluster1178,24,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,108.52,980.8,11.6,3
cluster1179,24,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,83.21,601.7,25.6,6
cluster1180,24,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,77.81,778.1,0.0,4
cluster1181,16,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,28.04,199.4,9.0,10
cluster1182,14,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,37.11,285.6,9.5,9
cluster1183,14,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,33.47,334.7,0.0,7
cluster1184,13,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,41.9,419.0,0.0,8
cluster1185,12,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,70.49,704.9,0.0,5
cluster1186,9,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,68.48,684.8,0.0,5
cluster1187,9,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,41.06,350.3,6.7,9
cluster1188,6,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,47.59,475.9,0.0,7
cluster1189,6,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,57.19,571.9,0.0,8
cluster1190,4,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,71.99,719.9,0.0,7
cluster1191,4,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,44.5,445.0,0.0,10
cluster1192,4,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,141.57,1415.7,0.0,3
cluster1193,4,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,59.67,596.7,0.0,8
cluster1194,3,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,38.15,381.5,0.0,10
cluster1195,3,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,148.38,1483.8,0.0,2
cluster1196,3,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,155.55,1555.5,0.0,2
cluster1197,2,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,99.78,997.8,0.0,5
cluster1198,2,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,186.76,1867.6,0.0,"{'3', '2'}"
cluster1199,2,1,1,{'Sedoreoviridae': 1.0},{'Orbivirus': 1.0},Sedoreoviridae,Orbivirus,202.79,1847.0,20.1,2
cluster1200,5,1,1,{'Potyviridae': 1.0},{'Bymovirus': 1.0},Potyviridae,Bymovirus,213.7,1336.9,88.9,2
cluster1201,5,1,1,{'Potyviridae': 1.0},{'Bymovirus': 1.0},Potyviridae,Bymovirus,1970.44,3916.6,1754.2,1
cluster1202,5,1,1,{'Tymoviridae': 1.0},{'Maculavirus': 1.0},Tymoviridae,Maculavirus,2289.93,2634.0,2251.7,complete
cluster1203,4,1,1,{'Tymoviridae': 1.0},{'Maculavirus': 1.0},Tymoviridae,Maculavirus,247.12,371.5,233.3,complete
cluster1204,16,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,1009.08,2576.7,834.9,complete
cluster1205,16,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,597.23,729.8,582.5,complete
cluster1206,16,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,380.21,817.7,331.6,complete
cluster1207,8,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,104.9,686.3,40.3,complete
cluster1208,8,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,113.71,674.5,51.4,complete
cluster1209,8,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,62.15,312.8,34.3,complete
cluster1210,5,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,68.82,317.4,41.2,complete
cluster1211,4,1,1,{'Closteroviridae': 1.0},{'Closterovirus': 1.0},Closteroviridae,Closterovirus,61.18,320.2,32.4,complete
